#2th	#Int
26.397	229.03125
26.398	223.75000
26.399	227.00000
26.400	227.31818
26.401	224.87037
26.402	223.78125
26.403	229.42105
26.404	224.27273
26.406	224.02000
26.407	227.90625
26.408	228.08032
26.409	228.57800
26.410	228.51613
26.411	225.95000
26.413	223.57143
26.414	227.00000
26.415	224.13462
26.416	230.11538
26.417	228.30769
26.418	232.16667
26.419	224.84211
26.420	223.45000
26.421	228.62000
26.422	224.66667
26.423	229.84211
26.424	229.15909
26.426	226.77778
26.427	221.35714
26.428	226.36364
26.429	226.50000
26.430	230.22581
26.431	228.60000
26.433	226.98571
26.434	224.28261
26.435	226.77273
26.436	230.53846
26.437	229.36538
26.438	227.37500
26.439	230.33333
26.440	224.61111
26.441	225.62963
26.442	225.90625
26.443	228.71429
26.444	229.60000
26.446	228.50000
26.447	227.85714
26.448	224.17143
26.449	225.16667
26.450	227.11290
26.451	230.30000
26.453	229.54054
26.454	223.30000
26.455	228.50000
26.456	228.85294
26.457	224.04167
26.458	231.50000
26.459	228.16667
26.460	229.55000
26.461	226.70370
26.462	229.28571
26.463	230.28000
26.464	227.90625
26.466	229.41935
26.467	229.00000
26.468	228.79730
26.469	232.25000
26.470	234.12903
26.471	225.70000
26.473	232.17143
26.474	227.03448
26.475	235.50000
26.476	238.22727
26.477	235.57143
26.478	224.00000
26.479	232.94737
26.480	234.27273
26.481	234.08621
26.482	235.25000
26.483	238.07407
26.484	241.85714
26.486	238.37097
26.487	236.50000
26.488	237.41176
26.489	243.75000
26.490	236.69697
26.491	234.87500
26.492	241.45455
26.493	244.33333
26.494	237.19355
26.495	231.50000
26.496	231.00000
26.497	234.65385
26.499	235.73810
26.500	237.02500
26.501	234.87097
26.502	228.40000
26.503	231.29630
26.504	228.03571
26.506	232.00000
26.507	226.38095
26.508	232.26923
26.509	228.25000
26.510	227.72727
26.511	224.25000
26.512	226.80769
26.513	232.52083
26.514	225.87037
26.515	228.44444
26.516	229.79412
26.517	227.83333
26.519	225.80952
26.520	234.25000
26.521	229.55714
26.522	230.75000
26.523	230.68966
26.524	229.16667
26.526	228.80303
26.527	231.94444
26.528	234.55000
26.529	233.30000
26.530	229.64706
26.531	236.50000
26.532	229.80000
26.533	229.27273
26.534	229.58621
26.535	234.31250
26.536	228.42105
26.537	232.86364
26.539	227.58696
26.540	230.00000
26.541	229.91429
26.542	225.33333
26.543	228.96296
26.544	230.96429
26.546	226.48387
26.547	225.43548
26.548	232.41667
26.549	228.09091
26.550	230.82143
26.551	215.00000
26.552	227.60000
26.553	225.68750
26.554	224.87931
26.555	227.85714
26.556	226.39130
26.557	225.69444
26.559	221.77778
26.560	231.28571
26.561	226.86486
26.562	229.87500
26.563	224.06897
26.564	222.75000
26.566	224.01613
26.567	232.09091
26.568	223.66667
26.570	223.85135
26.571	226.62500
26.572	224.15385
26.573	228.84615
26.574	227.30645
26.575	224.79167
26.576	222.00000
26.577	228.56250
26.579	228.22222
26.580	223.13158
26.581	225.61765
26.582	230.50000
26.583	226.08065
26.584	226.20000
26.586	228.33333
26.587	224.57576
26.588	229.00000
26.589	234.85714
26.590	225.81250
26.591	232.00000
26.592	227.86667
26.593	225.19231
26.594	228.67742
26.595	231.30000
26.596	228.08000
26.597	225.68750
26.599	223.06897
26.600	228.26087
26.601	231.15385
26.602	220.12500
26.603	224.90323
26.604	232.00000
26.606	226.51515
26.607	225.15152
26.608	230.62500
26.609	222.95455
26.610	227.37500
26.611	231.75000
26.612	227.11765
26.613	227.12500
26.614	229.62857
26.615	224.08333
26.616	226.96296
26.617	224.64286
26.619	228.55172
26.620	230.37097
26.621	228.45000
26.622	223.00000
26.623	230.37879
26.624	229.75000
26.626	228.51429
26.627	231.01515
26.628	231.67857
26.629	238.61538
26.630	232.76923
26.631	227.00000
26.632	228.11765
26.633	230.43750
26.634	232.40000
26.635	238.66667
26.636	235.50000
26.637	235.43750
26.639	229.14815
26.640	234.31429
26.641	237.47500
26.643	234.82857
26.644	247.00000
26.645	231.57143
26.646	234.41667
26.647	239.00000
26.648	237.25000
26.649	236.42105
26.650	240.15000
26.651	261.75000
26.652	234.82609
26.653	240.88889
26.654	239.55405
26.655	234.50000
26.656	240.51852
26.657	245.85714
26.659	240.24138
26.660	240.42857
26.661	238.88889
26.663	242.54286
26.664	242.91667
26.666	245.91892
26.667	242.80303
26.668	244.87500
26.669	243.04762
26.670	242.65000
26.672	245.52174
26.673	243.88000
26.674	252.40625
26.675	243.50000
26.676	246.94444
26.677	242.60714
26.679	246.34483
26.680	245.85135
26.681	250.06250
26.683	247.83784
26.684	250.25000
26.685	239.33333
26.686	248.16176
26.687	245.91429
26.688	243.90000
26.689	251.58696
26.690	249.58333
26.692	246.88000
26.693	250.65517
26.694	253.15385
26.695	250.75000
26.696	253.44828
26.697	253.08333
26.699	253.32258
26.700	257.32857
26.701	262.43750
26.703	259.36486
26.704	260.75000
26.705	258.28571
26.706	259.87500
26.707	266.44595
26.708	271.16667
26.709	265.69565
26.710	265.61111
26.712	267.64000
26.713	273.15714
26.714	273.30000
26.715	278.00000
26.716	272.61290
26.717	276.20000
26.719	279.87097
26.720	277.01351
26.721	288.35714
26.722	281.80000
26.723	282.71875
26.724	269.50000
26.725	285.54545
26.726	286.32692
26.727	289.07317
26.728	298.75000
26.729	286.76190
26.730	288.32500
26.732	292.13043
26.733	295.52439
26.734	296.94444
26.736	296.06061
26.737	284.12500
26.739	299.53030
26.740	298.17568
26.741	302.50000
26.742	297.06667
26.743	297.93182
26.744	291.12500
26.745	305.11765
26.746	303.72727
26.747	297.52564
26.748	304.87500
26.749	297.13043
26.750	304.05556
26.752	299.24000
26.753	295.90244
26.754	299.50000
26.756	296.36364
26.757	295.68750
26.759	295.42300
26.760	289.97324
26.761	287.00000
26.762	294.05882
26.763	290.50000
26.764	297.00000
26.765	284.10526
26.766	279.88710
26.767	281.48333
26.768	264.50000
26.769	282.84000
26.770	281.03125
26.772	279.93700
26.773	275.65233
26.774	274.85714
26.776	273.91429
26.777	260.66667
26.779	266.87143
26.780	270.39024
26.781	265.50000
26.782	266.31579
26.783	261.57500
26.784	252.75000
26.785	263.09868
26.786	260.87029
26.787	261.38442
26.788	252.00000
26.789	258.64000
26.790	248.56250
26.792	252.75926
26.793	250.41463
26.794	245.85714
26.796	251.07576
26.797	243.62500
26.799	245.22857
26.800	243.57317
26.801	235.50000
26.802	246.52632
26.803	242.81818
26.805	239.88095
26.806	238.79268
26.807	239.15000
26.809	238.70690
26.810	237.62500
26.812	238.20690
26.813	233.31707
26.814	235.66667
26.816	233.31429
26.817	226.00000
26.819	232.54286
26.820	228.75581
26.821	240.00000
26.822	231.82353
26.823	228.04167
26.825	226.15789
26.826	228.04444
26.827	227.91667
26.829	229.41379
26.830	221.08333
26.832	222.27419
26.833	225.35366
26.834	226.20000
26.835	225.64286
26.836	224.91071
26.837	221.08333
26.838	210.66667
26.839	223.59091
26.840	223.17105
26.841	234.75000
26.842	224.57895
26.843	219.72727
26.845	220.47619
26.846	221.54444
26.847	229.43750
26.849	219.62903
26.850	223.80000
26.852	223.00000
26.853	219.78049
26.854	224.70000
26.855	219.77778
26.856	218.30769
26.857	223.00000
26.858	224.27273
26.859	218.47436
26.860	219.03125
26.862	217.02381
26.863	219.57500
26.865	221.76190
26.866	218.60638
26.867	218.14286
26.869	216.70968
26.870	218.80000
26.872	218.19697
26.873	219.39535
26.874	222.50000
26.875	215.69231
26.876	216.27083
26.877	214.12500
26.878	214.92308
26.879	219.84146
26.880	216.05357
26.882	217.00000
26.883	211.95000
26.885	213.45652
26.886	220.91111
26.887	210.57143
26.889	214.12903
26.890	212.25000
26.892	215.65000
26.893	216.65789
26.894	226.75000
26.895	209.20000
26.896	213.79167
26.897	228.00000
26.898	213.43333
26.899	216.85106
26.900	214.60000
26.902	215.86000
26.903	215.09375
26.905	215.22222
26.906	213.83721
26.907	214.45833
26.909	219.77419
26.910	213.80000
26.912	212.95833
26.913	213.05682
26.914	204.00000
26.915	216.22727
26.916	215.05357
26.917	217.75000
26.918	216.00000
26.919	211.72642
26.920	212.37500
26.922	214.40741
26.923	209.35714
26.925	211.31481
26.926	215.00000
26.927	210.90000
26.929	212.77273
26.930	213.43750
26.932	214.58696
26.933	213.45588
26.934	221.00000
26.935	212.46154
26.936	213.42857
26.938	217.96667
26.939	216.09434
26.940	213.50000
26.942	212.59259
26.943	214.89286
26.945	216.62069
26.946	214.71111
26.947	212.37500
26.949	212.78788
26.950	217.12500
26.952	214.93000
26.953	207.96875
26.955	212.20000
26.956	212.75000
26.958	212.47059
26.959	210.72642
26.960	212.33333
26.962	211.17241
26.963	212.16667
26.965	212.52941
26.966	210.36364
26.967	207.00000
26.969	210.77143
26.970	204.16667
26.972	211.27778
26.973	209.26786
26.975	208.11765
26.976	208.16667
26.978	210.02941
26.979	210.28302
26.980	211.00000
26.982	210.09259
26.983	213.32143
26.985	209.86364
26.986	211.06944
26.987	223.50000
26.988	216.20000
26.989	214.62500
26.990	208.75000
26.991	207.71429
26.992	210.74545
26.993	213.37500
26.995	211.78261
26.996	213.58333
26.998	201.73913
26.999	212.10204
27.000	215.80000
27.001	212.90000
27.002	208.75472
27.003	210.96429
27.005	207.38750
27.006	209.93750
27.007	209.00000
27.008	205.18519
27.009	211.32353
27.010	209.37500
27.012	208.21622
27.013	211.00000
27.015	208.35833
27.016	214.06818
27.018	208.00000
27.019	210.36111
27.021	207.80952
27.022	209.29592
27.023	208.87500
27.025	208.48276
27.026	212.25000
27.028	208.95000
27.029	208.07000
27.030	196.00000
27.031	203.00000
27.032	211.19118
27.033	201.00000
27.035	210.37903
27.036	212.07500
27.038	210.60000
27.039	208.56250
27.041	209.86000
27.042	213.17021
27.043	217.80000
27.045	212.37097
27.046	209.45000
27.048	210.92105
27.049	213.02381
27.050	210.25000
27.051	222.11111
27.052	211.50000
27.053	205.00000
27.054	205.33333
27.055	210.63636
27.056	210.88889
27.058	212.04000
27.059	210.12500
27.061	208.11111
27.062	209.05319
27.063	214.18750
27.065	209.90323
27.066	206.50000
27.068	209.75000
27.069	210.30882
27.070	214.50000
27.071	214.18182
27.072	208.82143
27.073	207.25000
27.074	211.06667
27.075	208.84043
27.076	211.35000
27.078	214.18519
27.079	205.71429
27.081	208.82759
27.082	207.48936
27.083	216.50000
27.085	209.50000
27.086	207.16667
27.088	207.54808
27.089	210.87500
27.090	212.00000
27.091	202.47368
27.092	210.05000
27.093	220.00000
27.094	205.88235
27.095	211.13265
27.096	209.06250
27.098	206.82000
27.099	209.09375
27.101	209.82759
27.102	211.85106
27.103	211.41667
27.105	208.68571
27.106	206.66667
27.108	209.29464
27.109	215.77083
27.110	206.50000
27.111	205.84211
27.112	209.15000
27.113	211.00000
27.114	207.91304
27.115	209.24419
27.116	217.56250
27.118	205.55556
27.119	209.85714
27.121	208.50000
27.122	213.15556
27.123	214.00000
27.125	208.62162
27.126	207.37500
27.127	196.14286
27.128	210.50000
27.129	212.63636
27.130	204.50000
27.131	206.47619
27.132	213.65000
27.134	205.22000
27.135	210.04593
27.136	208.29250
27.138	205.96296
27.139	210.46429
27.141	204.61290
27.142	206.86170
27.143	203.50000
27.145	203.94595
27.146	215.00000
27.147	204.23077
27.148	208.71184
27.149	208.12575
27.151	204.78261
27.152	208.41667
27.154	205.10345
27.155	208.39535
27.156	205.40000
27.158	208.93103
27.159	204.83333
27.161	208.71212
27.162	205.96128
27.163	214.84167
27.165	209.78571
27.166	212.00000
27.167	208.47059
27.168	207.09302
27.169	205.20455
27.171	210.04762
27.172	215.05000
27.174	209.15517
27.175	209.81395
27.176	198.60000
27.178	208.67742
27.179	216.65000
27.180	209.00000
27.181	207.87179
27.182	210.36667
27.183	199.00000
27.184	209.53846
27.185	208.20833
27.186	209.50000
27.187	209.60526
27.188	209.02326
27.189	210.60000
27.191	207.26190
27.192	211.07500
27.194	214.27586
27.195	210.69767
27.196	207.00000
27.198	208.78788
27.199	212.37500
27.200	216.10000
27.201	208.64894
27.202	214.75000
27.203	199.75000
27.204	208.73333
27.205	212.00000
27.206	212.00000
27.207	209.36000
27.208	208.22973
27.209	212.80000
27.211	210.95652
27.212	213.61111
27.214	208.72581
27.215	210.43023
27.216	215.50000
27.218	212.30303
27.219	206.56250
27.220	214.45455
27.221	208.21111
27.222	211.18182
27.223	208.75000
27.224	215.88235
27.225	206.13636
27.226	207.50000
27.227	207.31481
27.228	210.36486
27.229	207.66667
27.231	211.60000
27.232	206.12500
27.234	207.57576
27.235	208.60976
27.236	211.06250
27.238	209.60000
27.239	203.33333
27.240	204.80000
27.241	210.56098
27.242	209.83333
27.243	203.50000
27.244	211.58824
27.245	203.97917
27.247	206.20690
27.248	210.02564
27.249	210.32143
27.251	207.84000
27.252	202.06250
27.253	213.00000
27.254	208.38235
27.255	207.73077
27.256	208.87500
27.258	210.22727
27.259	200.87500
27.260	212.21053
27.261	207.82857
27.262	208.23214
27.264	217.60000
27.265	207.53846
27.267	207.30645
27.268	210.04054
27.269	209.92857
27.271	207.75862
27.272	211.00000
27.273	203.36364
27.274	208.64286
27.275	207.31429
27.276	210.06250
27.278	205.25714
27.279	211.66667
27.280	205.96000
27.281	206.27419
27.282	207.07692
27.284	206.11765
27.285	209.72917
27.287	208.03226
27.288	208.07692
27.289	208.66667
27.291	210.70968
27.292	208.90000
27.293	209.33333
27.294	210.18333
27.295	213.52857
27.296	207.37500
27.297	210.57143
27.298	207.98214
27.299	204.91667
27.300	212.81481
27.301	212.67742
27.302	207.64583
27.304	207.63158
27.305	204.00000
27.307	210.04545
27.308	209.63514
27.309	205.58333
27.311	207.40323
27.312	208.90000
27.313	209.61538
27.314	209.07143
27.315	208.62857
27.316	214.50000
27.317	204.22222
27.318	211.25000
27.319	212.75000
27.320	210.06897
27.321	210.29310
27.322	213.33333
27.324	204.23810
27.325	212.85000
27.327	213.18182
27.328	210.15385
27.329	209.70000
27.331	205.24242
27.332	214.37500
27.333	213.32353
27.334	210.83871
27.335	208.20000
27.336	203.00000
27.337	208.00000
27.338	207.26923
27.339	209.25000
27.340	209.80645
27.341	208.95455
27.342	207.86111
27.344	210.13043
27.345	205.66667
27.346	207.00000
27.347	209.23214
27.348	206.04286
27.349	213.41667
27.351	207.82258
27.352	204.95000
27.353	208.15789
27.354	207.27273
27.355	209.14865
27.356	212.37500
27.357	204.88889
27.358	206.00000
27.359	212.50000
27.360	210.03226
27.361	208.50000
27.362	213.38889
27.364	206.72222
27.365	211.53571
27.366	206.84615
27.367	213.30769
27.368	209.88710
27.369	213.00000
27.371	210.35484
27.372	211.60000
27.373	211.36000
27.374	210.47368
27.375	210.83333
27.376	218.00000
27.377	208.19231
27.378	210.69643
27.380	212.29032
27.381	210.60000
27.382	209.78125
27.384	206.33333
27.385	214.57143
27.386	206.95455
27.387	209.21429
27.388	211.16667
27.389	208.10000
27.391	209.15152
27.392	209.75000
27.393	207.62963
27.394	206.80952
27.395	210.45312
27.396	215.50000
27.397	209.33333
27.398	209.42308
27.400	206.93939
27.401	210.13636
27.402	214.93750
27.404	212.56897
27.405	211.62500
27.406	210.06667
27.407	207.46154
27.408	210.74194
27.409	209.75000
27.411	216.33333
27.412	210.50000
27.413	208.24138
27.414	209.84783
27.415	209.17857
27.416	183.50000
27.417	211.35294
27.418	212.47917
27.420	206.85714
27.421	209.87931
27.422	210.00000
27.424	209.27586
27.425	207.75000
27.426	206.89474
27.427	207.18182
27.428	210.54286
27.429	207.83333
27.430	203.50000
27.431	207.69444
27.432	206.12500
27.433	204.90323
27.434	209.90741
27.435	213.09091
27.436	212.50000
27.437	205.42105
27.438	206.59091
27.439	209.27778
27.440	208.78846
27.441	211.33871
27.442	216.75000
27.444	206.58621
27.445	207.45833
27.446	215.14286
27.447	211.05000
27.448	210.10000
27.449	211.58333
27.451	207.10811
27.452	212.50000
27.453	211.16667
27.454	209.33333
27.455	206.10000
27.456	221.50000
27.457	207.34783
27.458	207.88889
27.459	212.61538
27.460	208.76923
27.461	206.59259
27.462	207.37500
27.464	208.34483
27.465	205.58333
27.466	209.50000
27.467	206.68750
27.468	204.94286
27.469	213.00000
27.471	209.84615
27.472	195.75000
27.473	207.67742
27.474	207.60345
27.475	209.15000
27.476	214.25000
27.477	212.76000
27.478	207.68750
27.479	205.54545
27.480	208.95000
27.481	211.07407
27.482	216.00000
27.484	211.58065
27.485	206.45000
27.486	207.81481
27.487	211.78571
27.488	209.41892
27.489	215.50000
27.490	207.85714
27.491	210.43750
27.492	208.00000
27.493	210.45455
27.494	205.36207
27.495	211.95000
27.497	210.56000
27.498	208.84375
27.499	210.00000
27.500	213.73077
27.501	207.07407
27.502	212.46429
27.504	208.38710
27.505	214.60000
27.506	209.72414
27.507	210.54167
27.508	211.45714
27.509	205.33333
27.510	215.50000
27.511	208.73214
27.512	215.25000
27.513	210.85900
27.514	211.98340
27.515	213.38636
27.517	215.25926
27.518	205.21429
27.519	205.89474
27.520	208.84091
27.521	215.87097
27.522	214.80000
27.524	209.80000
27.525	204.66667
27.526	210.00677
27.527	211.57026
27.528	212.71154
27.529	212.25000
27.530	206.78947
27.531	207.15000
27.532	203.04545
27.533	207.48214
27.534	207.70000
27.535	210.15000
27.537	205.74000
27.538	208.71875
27.539	208.12333
27.540	211.32300
27.541	208.08065
27.542	212.30000
27.544	206.42857
27.545	214.00000
27.546	207.06452
27.547	211.16667
27.548	207.73077
27.549	214.75000
27.550	209.39474
27.551	211.09091
27.552	209.76923
27.553	209.88462
27.554	208.52174
27.555	209.55000
27.557	215.03704
27.558	209.28571
27.559	209.26000
27.560	212.71875
27.561	208.51515
27.562	210.87500
27.564	209.14865
27.565	210.75000
27.566	211.77419
27.567	210.08696
27.568	205.89583
27.569	216.37500
27.570	208.75167
27.571	208.48100
27.572	214.69231
27.573	208.85714
27.574	206.69565
27.575	207.77778
27.577	204.31034
27.578	207.62500
27.579	208.29630
27.580	212.92857
27.581	206.81818
27.582	211.56250
27.584	208.62365
27.585	203.25375
27.586	209.96970
27.587	203.73913
27.588	213.83333
27.589	205.50000
27.590	203.97826
27.591	205.97222
27.592	209.40000
27.593	211.07692
27.594	206.86957
27.595	213.41667
27.597	207.79500
27.598	207.65208
27.599	210.75862
27.600	213.12500
27.601	209.77419
27.602	215.50000
27.604	210.25676
27.605	199.75000
27.606	212.05714
27.607	213.00000
27.608	210.43333
27.610	216.40000
27.611	209.68750
27.612	211.71053
27.613	211.06818
27.614	211.44444
27.615	208.92857
27.617	215.74242
27.618	212.18750
27.619	210.03226
27.620	211.10000
27.621	210.45455
27.622	209.50000
27.623	213.61538
27.624	217.04167
27.625	217.11538
27.626	210.91071
27.627	207.64706
27.628	211.42857
27.630	213.84783
27.631	215.47222
27.632	213.19048
27.633	213.75000
27.634	206.11111
27.635	209.32143
27.637	212.30303
27.638	214.87500
27.639	211.82258
27.640	212.20000
27.641	203.84848
27.642	207.00000
27.643	212.05882
27.644	213.20455
27.645	212.00000
27.646	210.92308
27.647	208.17647
27.648	208.42308
27.650	215.24000
27.651	210.93750
27.652	210.44000
27.653	213.59375
27.654	213.62069
27.655	210.50000
27.657	212.11429
27.658	216.66667
27.659	212.90323
27.660	213.20000
27.661	213.37143
27.662	216.75000
27.663	208.73684
27.664	214.80000
27.665	207.46154
27.666	214.93333
27.667	214.17647
27.668	215.62500
27.670	208.80000
27.671	212.87500
27.672	210.25926
27.673	215.78571
27.674	217.25862
27.675	213.37500
27.677	208.48571
27.678	210.50000
27.679	213.24242
27.680	212.18750
27.681	218.35135
27.682	206.75000
27.683	211.28947
27.684	212.72727
27.685	211.26667
27.686	215.46154
27.687	216.61765
27.688	210.68750
27.690	215.48148
27.691	215.07143
27.692	212.96552
27.693	212.20833
27.694	209.68966
27.695	207.58333
27.697	212.10000
27.698	210.33333
27.699	212.57143
27.700	205.66667
27.701	209.39189
27.702	202.50000
27.703	205.14286
27.704	211.70000
27.705	211.70588
27.706	214.64583
27.707	209.43478
27.708	207.00000
27.710	207.11290
27.711	209.35000
27.712	215.29032
27.713	215.30000
27.714	210.13793
27.715	209.50000
27.716	203.66667
27.717	207.84615
27.718	210.07692
27.719	214.73214
27.720	212.00000
27.721	212.18919
27.722	205.50000
27.723	207.40476
27.724	209.25000
27.725	214.85714
27.726	209.70000
27.727	213.67391
27.728	210.19444
27.730	210.12903
27.731	208.10000
27.732	214.94828
27.733	210.25000
27.734	214.13793
27.735	209.41667
27.736	213.04545
27.737	209.96154
27.738	215.20588
27.739	212.96154
27.740	222.00000
27.741	212.37179
27.742	218.00000
27.743	207.85714
27.744	215.50000
27.745	212.72000
27.746	216.68750
27.747	212.52000
27.748	212.56250
27.750	213.16667
27.751	214.68750
27.752	214.45161
27.753	211.50000
27.754	211.30645
27.755	213.60000
27.756	219.06667
27.757	214.59091
27.758	211.86667
27.759	216.83333
27.760	200.00000
27.761	213.76667
27.762	211.50000
27.763	214.02174
27.764	207.66667
27.765	217.74074
27.766	220.00000
27.767	212.10000
27.768	216.62500
27.770	206.42857
27.771	211.16667
27.772	215.36364
27.773	213.43750
27.774	215.51515
27.775	220.75000
27.776	205.82353
27.777	211.22917
27.778	217.00000
27.779	208.89286
27.780	212.00000
27.781	215.95833
27.782	207.25000
27.783	208.32000
27.784	214.81250
27.785	213.91379
27.786	207.37500
27.787	211.08696
27.788	212.33333
27.790	208.36364
27.791	214.37500
27.792	213.60000
27.793	206.33333
27.794	212.35714
27.795	207.50000
27.796	201.40000
27.797	212.15385
27.798	215.88235
27.799	214.91667
27.800	210.94118
27.801	213.09091
27.802	202.00000
27.803	210.94828
27.804	215.45833
27.805	215.38710
27.806	226.50000
27.807	213.84000
27.808	211.34375
27.810	216.40000
27.811	218.68182
27.812	216.56250
27.813	218.87500
27.814	215.57143
27.815	205.33333
27.816	210.97059
27.817	210.56250
27.818	218.94737
27.819	215.00000
27.820	218.91176
27.821	213.63636
27.822	211.50000
27.823	203.58065
27.824	210.00000
27.825	219.89655
27.826	215.16667
27.827	215.96000
27.828	219.56250
27.829	213.90000
27.830	207.98333
27.831	224.79412
27.832	217.35714
27.833	201.00000
27.834	217.48571
27.835	213.16667
27.836	219.31579
27.837	209.22727
27.838	217.86000
27.839	220.46875
27.840	217.78947
27.841	215.09091
27.843	214.62903
27.844	214.70000
27.845	215.25806
27.846	224.70000
27.847	217.77778
27.848	208.82143
27.849	212.45455
27.850	215.73077
27.851	212.09091
27.852	219.23438
27.853	213.50000
27.854	211.71429
27.855	221.16667
27.856	212.92857
27.857	217.10000
27.858	214.33333
27.859	219.57143
27.860	219.40476
27.861	213.32500
27.863	213.69697
27.864	218.00000
27.865	218.86364
27.866	215.50000
27.867	221.27586
27.868	216.16667
27.869	210.57692
27.870	217.73077
27.871	225.26923
27.872	217.93333
27.874	220.28571
27.875	220.66667
27.876	213.30435
27.877	220.22222
27.878	217.64815
27.879	222.42857
27.880	222.05263
27.881	219.90909
27.883	218.90323
27.884	218.75000
27.885	216.51515
27.886	225.50000
27.887	218.35484
27.888	217.10000
27.889	220.36364
27.890	221.76667
27.891	221.36667
27.892	216.67308
27.893	216.14286
27.894	216.21429
27.895	209.33333
27.896	219.20370
27.897	221.89286
27.898	220.51724
27.899	213.66667
27.900	217.97368
27.901	218.27273
27.903	216.33333
27.904	229.25000
27.905	221.41892
27.906	216.87500
27.907	221.90323
27.908	218.50000
27.909	221.46667
27.910	219.65385
27.911	224.17647
27.912	222.91667
27.913	222.94444
27.914	223.10714
27.915	220.62500
27.916	222.48276
27.917	220.08333
27.918	222.87931
27.919	224.12500
27.920	224.47619
27.921	224.70000
27.923	222.47143
27.924	221.57692
27.925	222.50000
27.926	236.50000
27.927	222.31818
27.928	224.18750
27.929	221.05882
27.930	226.45833
27.931	223.23913
27.932	225.36111
27.933	225.36364
27.934	218.75000
27.935	224.00000
27.936	224.31034
27.937	228.29167
27.938	224.79310
27.939	226.50000
27.940	221.26190
27.941	216.17500
27.942	242.33333
27.943	225.78125
27.944	224.00000
27.945	226.20513
27.946	231.50000
27.947	218.74887
27.948	224.01050
27.949	225.10526
27.950	228.77273
27.951	225.04000
27.952	231.68750
27.953	223.11538
27.954	216.28846
27.955	225.25000
27.956	226.96774
27.957	228.80000
27.958	229.22581
27.959	233.60000
27.960	229.83660
27.961	215.68750
27.962	227.16667
27.963	227.41667
27.964	230.86364
27.965	233.83333
27.966	229.50000
27.967	225.43548
27.968	228.15000
27.969	229.09524
27.970	226.20000
27.971	229.37037
27.972	234.03571
27.973	230.40500
27.974	235.86063
27.976	229.22581
27.977	230.50000
27.978	228.09091
27.979	232.62500
27.980	231.07407
27.981	231.35714
27.982	238.00000
27.983	229.82353
27.984	230.46667
27.985	231.28571
27.987	230.72727
27.988	232.87500
27.989	232.34000
27.990	234.59375
27.991	234.33333
27.992	227.50000
27.993	234.03846
27.994	232.41071
27.996	235.41935
27.997	233.90000
27.998	232.52857
27.999	233.50000
28.000	233.18519
28.001	237.64286
28.002	236.95455
28.003	233.45000
28.004	234.00000
28.005	232.96154
28.007	234.22727
28.008	233.06250
28.009	236.59259
28.010	228.21429
28.011	233.70370
28.012	237.42857
28.013	229.84615
28.014	234.53846
28.015	239.50000
28.016	234.93939
28.017	229.87500
28.018	236.67568
28.019	236.00000
28.020	230.18966
28.021	233.12500
28.022	238.76923
28.023	232.03571
28.024	231.21429
28.025	235.42500
28.027	228.05714
28.028	233.16667
28.029	234.62069
28.030	233.83333
28.031	228.20690
28.032	234.08333
28.033	233.70000
28.034	227.88462
28.036	236.00000
28.037	226.50000
28.038	230.93243
28.039	230.87500
28.040	229.00000
28.041	235.50000
28.042	232.23529
28.043	233.60417
28.044	228.21739
28.045	236.66667
28.047	228.36486
28.048	230.50000
28.049	230.77419
28.050	233.60000
28.051	229.08621
28.052	232.33333
28.053	221.57143
28.054	230.50000
28.055	235.33333
28.056	230.11765
28.057	233.75000
28.058	227.43590
28.059	242.00000
28.060	226.48148
28.061	229.32143
28.062	229.13043
28.063	231.66667
28.064	226.52000
28.065	232.21875
28.067	229.05405
28.068	228.25000
28.069	226.51724
28.070	230.91667
28.071	229.87097
28.072	227.70000
28.073	230.11905
28.074	229.42500
28.076	225.33333
28.077	228.09091
28.078	227.00000
28.079	219.25000
28.080	229.72414
28.081	232.66667
28.082	224.54000
28.083	227.53125
28.084	224.55556
28.085	224.64286
28.087	228.89189
28.088	231.00000
28.089	226.54839
28.090	224.50000
28.091	226.84286
28.092	225.08333
28.093	223.91304
28.094	232.33333
28.095	223.50000
28.096	228.20312
28.097	225.83333
28.098	228.76923
28.099	248.50000
28.100	229.82759
28.101	228.58333
28.102	225.76000
28.103	233.93750
28.104	226.26000
28.105	234.03125
28.107	232.16216
28.108	223.50000
28.109	227.85484
28.110	233.75000
28.111	228.97143
28.112	236.00000
28.113	232.23913
28.114	230.36111
28.115	231.00000
28.116	229.13333
28.117	226.07895
28.118	230.59091
28.120	232.48485
28.121	227.50000
28.122	229.22222
28.123	230.17857
28.124	225.14815
28.125	230.57143
28.126	232.50000
28.127	231.88235
28.128	235.50000
28.129	229.96970
28.130	227.37500
28.131	229.74324
28.132	229.75000
28.133	231.38095
28.134	234.80000
28.135	231.83333
28.136	229.29167
28.137	230.39130
28.138	235.60000
28.140	232.86364
28.141	241.37500
28.142	234.44828
28.143	226.00000
28.144	233.93103
28.145	233.41667
28.146	240.00000
28.147	231.08333
28.148	252.50000
28.149	232.70270
28.150	237.00000
28.151	235.08108
28.152	235.00000
28.153	236.26087
28.154	237.36111
28.155	234.33333
28.156	234.20000
28.157	232.63043
28.158	238.58333
28.160	237.81818
28.161	236.12500
28.162	233.62069
28.163	234.50000
28.164	231.48276
28.165	244.91667
28.166	237.06667
28.167	238.08333
28.168	233.00000
28.169	232.83784
28.170	239.50000
28.171	236.14865
28.172	243.75000
